date, pm25, pm10, o3, no2, so2, co
2016/4/1, 67, 34, 30, 68, 5, 7
2015/10/2, 66, 36, 18, 63, 3, 5
2015/10/3, 86, 50, 14, 51, 4, 6
2015/10/4, 129, 44, 33, 55, 5, 6
2015/10/5, 110, 30, 18, 46, 5, 6
2015/10/6, 82, 27, 17, 52, 6, 5
2015/10/7, 77, 28, 10, 41, 6, 4
2015/10/8, 71, 34, 17, 49, 6, 4
2015/10/9, 80, 44, 10, 61, 7, 6
2015/10/10, 102, 26, 17, 42, 3, 3
2015/10/11, 68, 38, 22, 38, 3, 3
2015/10/12, 96, 37, 20, 54, 3, 4
2015/10/13, 92, 26, 21, 52, 3, 4
2015/10/14, 67, 21, 21, 54, 2, 5
2015/10/15, 52, 28, 17, 52, 3, 6
2015/10/16, 72, 35, 22, 52, 3, 5
2015/10/17, 83, 28, 23, 38, 2, 4
2015/10/18, 68, 20, 19, 30, 2, 5
2015/10/19, 64, 26, 20, 49, 3, 5
2015/10/20, 71, 34, 15, 60, 4, 7
2015/10/21, 81, 37, 9, 57, 8, 11
2015/10/22, 88, 34, 25, 48, 6, 8
2015/10/23, 72, 39, 15, 75, 7, 9
2015/10/24, 81, 27, 23, 70, 5, 8
2015/10/25, 75, 27, 14, 58, 4, 7
2015/10/26, 68, 36, 13, 48, 5, 7
2015/10/27, 80, 48, 9, 42, 6, 9
2015/10/28, 95, 33, 15, 54, 7, 9
2015/10/29, 75, 29, 18, 55, 6, 9
2015/10/30, 67, 30, 15, 48, 6, 8
2015/10/31, 68, 50, 6, 39, 5, 8
2015/11/1, 111, 60, 4, 43, 7, 13
2015/11/2, 152, 49, 3, 40, 6, 9
2015/11/3, 116, 46, 8, 41, 7, 6
2015/11/4, 104, 40, 10, 53, 8, 5
2015/11/5, 93, 29, 18, 54, 7, 7
2015/11/6, 74, 26, 20, 43, 6, 7
2015/11/7, 69, 26, 20, 35, 6, 6
2015/11/8, 63, 24, 19, 37, 5, 6
2015/11/9, 63, 29, 26, 42, 6, 6
2015/11/10, 58, 28, 24, 44, 6, 7
2015/11/11, 64, 29, 25, 53, 6, 6
2015/11/12, 60, 36, 23, 53, 6, 6
2015/11/13, 70, 33, 28, 55, 7, 6
2015/11/14, 59, 24, 23, 44, 5, 6
2015/11/15, 58, 21, 25, 28, 4, 5
2015/11/16, 51, 27, 27, 49, 6, 7
2015/11/17, 58, 27, 27, 41, 6, 6
2015/11/18, 55, 33, 27, 43, 5, 6
2015/11/19, 60, 32, 25, 57, 7, 5
2015/11/20, 69, 30, 19, 47, 5, 3
2015/11/21, 55, 19, 26, 30, 6, 3
2015/11/22, 52, 26, 13, 41, 5, 5
2015/11/23, 67, 40, 15, 62, 7, 8
2015/11/24, 104, 28, 22, 56, 7, 7
2015/11/25, 61, 26, 17, 41, 6, 4
2015/11/26, 67, 36, 11, 52, 6, 10
2015/11/27, 78, 28, 23, 49, 6, 10
2015/11/28, 71, 26, 28, 44, 5, 10
2015/11/29, 54, 23, 29, 36, 5, 10
2015/11/30, 51, 23, 26, 49, 5, 10
2015/12/1, 53, 27, 28, 58, 6, 9
2015/12/2, 62, 33, 32, 55, 5, 9
2015/12/3, 70, 35, 25, 50, 5, 7
2015/12/4, 75, 30, 26, 51, 6, 6
2015/12/5, 65, 27, 32, 41, 5, 6
2015/12/6, 57, 25, 32, 37, 5, 6
2015/12/7, 56, 33, 23, 41, 6, 5
2015/12/8, 72, 29, 23, 51, 6, 5
2015/12/9, 68, 33, 22, 54, 7, 6
2015/12/10, 68, 30, 29, 50, 6, 6
2015/12/11, 70, 29, 20, 51, 7, 6
2015/12/12, 64, 29, 28, 43, 6, 5
2015/12/13, 61, 24, 19, 36, 6, 5
2015/12/14, 62, 33, 16, 44, 6, 5
2015/12/15, 78, 37, 7, 42, 5, 6
2015/12/16, 90, 33, 25, 52, 6, 6
2015/12/17, 70, 48, 16, 49, 6, 6
2015/12/18, 95, 36, 20, 59, 6, 6
2015/12/19, 79, 31, 19, 40, 5, 5
2015/12/20, 75, 26, 27, 44, 6, 5
2015/12/21, 57, 24, 26, 55, 6, 5
2015/12/22, 54, 17, 27, 42, 6, 4
2015/12/23, 70, 28, 28, 52, 5, 4
2015/12/24, 60, 22, 27, 41, 6, 3
2015/12/25, 54, 18, 26, 30, 5, 3
2015/12/26, 42, 23, 28, 22, 5, 2
2015/12/27, 60, 56, 28, 38, 5, 5
2015/12/28, 98, 37, 16, 36, 6, 4
2015/12/29, 75, 24, 26, 53, 6, 5
2015/12/30, 59, 20, 27, 37, 7, 3
2015/12/31, 50, , , , , 
2016/1/2, 64, 15, 19, 28, 9, 3
2016/1/3, 48, 17, 25, 37, 10, 3
2016/1/4, 42, 25, 21, 45, 12, 5
2015/7/2, 104, 33, 41, 70, 6, 7
2015/7/3, 77, 22, 30, 45, 5, 4
2015/7/4, 53, 33, 34, 43, 5, 3
2015/7/5, 81, 24, 30, 35, 6, 3
2015/7/6, 62, 23, 27, 50, 6, 4
2015/7/7, 60, 25, 28, 54, 6, 5
2015/7/8, 53, 24, 30, 39, 6, 4
2015/7/9, 59, 33, 39, 43, 5, 3
2015/7/10, 54, 28, 43, 66, 6, 5
2015/7/11, 63, 26, 32, 45, 7, 4
2015/7/12, 62, 19, 22, 39, 6, 5
2015/7/13, 57, 20, 17, 45, 7, 6
2015/7/14, 64, 19, 15, 40, 6, 5
2015/7/15, 58, 22, 19, 41, 5, 11
2015/7/16, 61, 33, 32, 54, 4, 4
2015/7/17, 71, 34, 32, 62, 6, 6
2015/7/18, 70, 26, 36, 56, 5, 5
2015/7/19, 66, 23, 34, 47, 4, 5
2015/7/20, 57, 31, 18, 46, 6, 6
2015/7/21, 74, 26, 23, 58, 6, 7
2015/7/22, 64, 25, 25, 59, 6, 6
2015/7/23, 62, 24, 29, 53, 5, 5
2015/7/24, 56, 29, 22, 59, 5, 5
2015/7/25, 70, 19, 28, 27, 4, 4
2015/7/26, 54, 23, 25, 50, 5, 7
2015/7/27, 63, 23, 24, 53, 6, 7
2015/7/28, 56, 19, 27, 48, 6, 7
2015/7/29, 48, 21, 24, 34, 5, 5
2015/7/30, 49, 31, 24, 40, 4, 2
2015/7/31, 49, 27, 36, 63, 6, 7
2015/8/1, 70, 33, 29, 48, 5, 6
2015/8/2, 66, 22, 47, 49, 5, 6
2015/8/3, 57, 26, 27, 44, 6, 7
2015/8/4, 66, 25, 29, 35, 4, 4
2015/8/5, 62, 27, 28, 48, 3, 6
2015/8/6, 70, 23, 26, 60, 6, 6
2015/8/7, 69, 26, 27, 54, 5, 4
2015/8/8, 67, 27, 42, 42, 4, 4
2015/8/9, 63, 22, 37, 50, 5, 4
2015/8/10, 62, 21, 22, 39, 5, 4
2015/8/11, 59, 22, 14, 43, 5, 3
2015/8/12, 56, 20, 22, 38, 5, 3
2015/8/13, 49, 31, 19, 29, 6, 4
2015/8/14, 76, 36, 26, 43, 7, 4
2015/8/15, 95, 25, 27, 27, 6, 3
2015/8/16, 65, 25, 24, 31, 6, 5
2015/8/17, 63, 27, 33, 43, 6, 4
2015/8/18, 65, 32, 22, 50, 7, 5
2015/8/19, 77, 23, 26, 53, 6, 6
2015/8/20, 69, 20, 19, 42, 7, 6
2015/8/21, 63, 21, 23, 45, 6, 6
2015/8/22, 65, 22, 38, 40, 7, 5
2015/8/23, 66, 24, 35, 43, 8, 5
2015/8/24, 71, 18, 17, 36, 9, 4
2015/8/25, 60, 22, 19, 44, 8, 5
2015/8/26, 63, 21, 20, 39, 7, 4
2015/8/27, 64, 24, 20, 46, 6, 4
2015/8/28, 67, 24, 23, 48, 6, 5
2015/8/29, 63, 20, 26, 42, 5, 4
2015/8/30, 62, 27, 22, 27, 2, 4
2015/8/31, 72, 16, 21, 30, 3, 3
2015/9/1, 54, 23, 19, 40, 5, 4
2015/9/2, 70, 23, 21, 41, 4, 4
2015/9/3, 67, 25, 22, 40, 3, 4
2015/9/4, 69, 22, 19, 41, 3, 3
2015/9/5, 69, 21, 20, 40, 3, 3
2015/9/6, 60, 21, 28, 32, 3, 4
2015/9/7, 61, 18, 20, 39, 2, 3
2015/9/8, 52, 16, 19, 39, 2, 3
2015/9/9, 51, 21, 22, 36, 3, 4
2015/9/10, 57, 31, 24, 48, 4, 5
2015/9/11, 72, 39, 32, 51, 5, 6
2015/9/12, 88, 25, 30, 44, 5, 6
2015/9/13, 67, 25, 23, 36, 5, 5
2015/9/14, 60, 26, 25, 41, 6, 7
2015/9/15, 64, 29, 26, 46, 7, 7
2015/9/16, 64, 24, 22, 41, 6, 4
2015/9/17, 56, 29, 28, 48, 7, 6
2015/9/18, 71, 32, 19, 74, 7, 5
2015/9/19, 69, 23, 28, 52, 3, 4
2015/9/20, 65, 30, 32, 51, 6, 7
2015/9/21, 86, 26, 24, 61, 8, 8
2015/9/22, 81, 21, 16, 55, 5, 4
2015/9/23, 58, 27, 14, 55, 6, 4
2015/9/24, 62, 27, 20, 57, 7, 6
2015/9/25, 67, 34, 21, 46, 4, 5
2015/9/26, 73, 30, 22, 45, 3, 5
2015/9/27, 74, 20, 24, 39, 2, 4
2015/9/28, 59, 24, 19, 47, 3, 4
2015/9/29, 59, 28, 19, 44, 2, 3
2015/9/30, 61, 31, 21, 43, 2, 4
2015/10/1, 65, 28, 24, 42, 2, 4
2015/4/2, 46, 23, 26, 42, 4, 5
2015/4/3, 55, 22, 20, 35, 4, 5
2015/4/4, 60, 23, 21, 31, 3, 4
2015/4/5, 66, 21, 27, 29, 2, 5
2015/4/6, 61, 26, 27, 36, 3, 5
2015/4/7, 70, 22, 24, 40, 4, 5
2015/4/8, 49, , , , , 
2015/4/10, 149, 60, 32, 67, 5, 4
2015/4/11, 144, 26, 35, 37, 4, 2
2015/4/12, 65, 24, 36, 41, 4, 
2015/4/13, 56, 28, 29, 45, 5, 2
2015/4/14, 65, 31, 36, 53, 6, 3
2015/4/15, 74, 37, 36, 55, 6, 4
2015/4/16, 89, 27, 24, 38, 4, 3
2015/4/17, 65, 22, 30, 39, 4, 1
2015/4/18, 52, 23, 35, 32, 3, 1
2015/4/19, 53, 23, 34, 34, 3, 15
2015/4/20, 54, 35, 35, 48, 3, 17
2015/4/21, 71, 34, 33, 49, 3, 13
2015/4/22, 69, 27, 30, 47, 3, 8
2015/4/23, 69, 30, 30, 59, 5, 4
2015/4/24, 76, 50, 33, 75, 7, 6
2015/4/25, 125, 26, 31, 51, 6, 4
2015/4/26, 77, 20, 27, 33, 5, 2
2015/4/27, 61, 28, 19, 37, 6, 3
2015/4/28, 66, 29, 26, 46, 6, 3
2015/4/29, 61, 49, 28, 62, 7, 4
2015/4/30, 70, 23, 28, 52, 6, 3
2015/5/1, 63, 26, 27, 43, 5, 3
2015/5/2, 58, 26, 25, 37, 6, 3
2015/5/3, 65, 20, 33, 34, 7, 3
2015/5/4, 64, 20, 37, 34, 7, 3
2015/5/5, 62, 28, 34, 39, 8, 2
2015/5/6, 72, 25, 33, 50, 7, 3
2015/5/7, 66, 26, 31, 69, 6, 5
2015/5/8, 69, 35, 27, 71, 6, 3
2015/5/9, 77, 25, 38, 46, 4, 4
2015/5/10, 50, 30, 37, 53, 4, 3
2015/5/11, 61, 27, 30, 61, 5, 5
2015/5/12, 64, 26, 35, 55, 5, 6
2015/5/13, 55, 31, 30, 57, 3, 5
2015/5/14, 59, 24, 25, 55, 4, 5
2015/5/15, 66, 28, 31, 50, 3, 5
2015/5/16, 62, 24, 39, 32, 3, 6
2015/5/17, 65, 25, 35, 42, 3, 7
2015/5/18, 57, 22, 33, 53, 5, 8
2015/5/19, 57, 20, 28, 50, 6, 7
2015/5/20, 50, 31, 29, 36, 3, 5
2015/5/21, 60, 31, 38, 63, 7, 5
2015/5/22, 73, 32, 21, 45, 6, 4
2015/5/23, 69, 26, 25, 30, 3, 2
2015/5/24, 60, 22, 28, 35, 4, 3
2015/5/25, 58, 25, 34, 27, 2, 3
2015/5/26, 62, 22, 31, 36, 2, 2
2015/5/27, 57, 26, 35, 49, 3, 3
2015/5/28, 70, 22, 35, 34, 4, 3
2015/5/29, 51, 24, 29, 47, 6, 3
2015/5/30, 59, 22, 30, 41, 5, 3
2015/5/31, 59, 21, 30, 31, 4, 2
2015/6/1, 51, 28, 32, 40, 5, 3
2015/6/2, 60, 24, 33, 38, 5, 3
2015/6/3, 58, 28, 27, 38, 5, 3
2015/6/4, 60, 37, 34, 65, 5, 4
2015/6/5, 71, 41, 26, 62, 6, 5
2015/6/6, 89, 21, 33, 34, 4, 2
2015/6/7, 50, 22, 37, 31, 2, 2
2015/6/8, 54, 28, 27, 40, 3, 3
2015/6/9, 61, 30, 31, 32, 2, 3
2015/6/10, 50, 26, 36, 44, 2, 3
2015/6/11, 55, 31, 45, 57, 4, 5
2015/6/12, 69, 48, 44, 67, 4, 6
2015/6/13, 98, 35, 30, 50, 6, 7
2015/6/14, 88, 30, 29, 35, 4, 5
2015/6/15, 69, 23, 30, 40, 3, 4
2015/6/16, 48, 32, 37, 62, 5, 6
2015/6/17, 66, 30, 21, 51, 6, 5
2015/6/18, 63, 39, 32, 33, 3, 4
2015/6/19, 66, 36, 31, 34, 3, 3
2015/6/20, 70, 29, 21, 47, 5, 6
2015/6/21, 71, 20, 28, 30, 4, 6
2015/6/22, 53, 24, 22, 41, 5, 6
2015/6/23, 54, 26, 28, 38, 3, 5
2015/6/24, 55, 26, 35, 77, 6, 8
2015/6/25, 68, 36, 35, 71, 7, 8
2015/6/26, 74, 30, 38, 77, 6, 7
2015/6/27, 70, 27, 32, 48, 5, 6
2015/6/28, 59, 25, 24, 49, 5, 8
2015/6/29, 61, 26, 35, 61, 6, 7
2015/6/30, 64, 34, 45, 77, 6, 7
2015/7/1, 68, 44, 69, 86, 5, 8
2015/1/2, 75, 17, 28, 27, 3, 4
2015/1/3, 42, 16, 21, 37, 2, 4
2015/1/4, 49, 33, 8, 36, 4, 7
2015/1/5, 88, 29, 14, 42, 5, 7
2015/1/6, 72, 19, 24, 36, 4, 7
2015/1/7, 51, 22, 24, 39, 4, 7
2015/1/8, 53, 19, 28, 40, 4, 7
2015/1/9, 50, 20, 31, 39, 5, 8
2015/1/10, 52, 11, 30, 25, 2, 6
2015/1/11, 32, 19, 26, 39, 3, 8
2015/1/12, 46, 17, 34, 39, 4, 8
2015/1/13, 45, 18, 29, 47, 6, 10
2015/1/14, 47, 18, 29, 43, 5, 8
2015/1/15, 44, 20, 34, 45, 6, 9
2015/1/16, 52, 25, 21, 35, 4, 9
2015/1/17, 53, 13, 12, 24, 3, 
2015/1/18, 47, 16, 13, 26, 3, 9
2015/1/19, 55, 26, 10, 41, 4, 6
2015/1/20, 75, 43, 10, 51, 7, 8
2015/1/21, 100, 32, 14, 43, 5, 8
2015/1/22, 82, 42, 6, 46, 4, 8
2015/1/23, 114, 54, 8, 53, 9, 12
2015/1/24, 132, 23, 26, 30, 2, 7
2015/1/25, 50, 36, 15, 44, 5, 11
2015/1/26, 69, 21, 23, 36, 3, 5
2015/1/27, 49, 17, 10, 39, 4, 8
2015/1/28, 48, 13, 25, 42, 5, 9
2015/1/29, 28, 10, 23, 42, 7, 6
2015/1/30, 32, 17, 21, 40, 7, 6
2015/1/31, 44, 14, 21, 36, 6, 5
2015/2/1, 42, 17, 27, 28, 4, 3
2015/2/2, 37, 27, 13, 39, 5, 5
2015/2/3, 53, 25, 18, 49, 4, 5
2015/2/4, 61, 33, 15, 47, 4, 5
2015/2/5, 64, 20, 18, 37, 2, 4
2015/2/6, 48, 22, 18, 23, 2, 4
2015/2/7, 42, 22, 17, 42, 1, 4
2015/2/8, 63, 38, 23, 36, 2, 5
2015/2/9, 68, 37, 15, 41, 3, 6
2015/2/10, 86, 44, 16, 49, 6, 8
2015/2/11, 84, 43, 20, 38, 5, 8
2015/2/12, 97, 55, 4, 49, 6, 7
2015/2/13, 126, 41, 23, 47, 5, 6
2015/2/14, 98, 19, 25, 36, 5, 4
2015/2/15, 52, 42, 14, 38, 5, 6
2015/2/16, 99, 36, 13, 44, 6, 7
2015/2/17, 89, 21, 20, 31, 2, 3
2015/2/18, 52, 27, 25, 38, 4, 6
2015/2/19, 63, 26, 28, 42, 5, 6
2015/2/20, 61, 22, 23, 46, 5, 6
2015/2/21, 50, 18, 26, 33, 5, 5
2015/2/22, 49, 13, 30, 29, 5, 7
2015/2/23, 44, 22, 29, 44, 7, 8
2015/2/24, 51, 20, 23, 35, 6, 8
2015/2/25, 47, 26, 17, 41, 5, 9
2015/2/26, 54, 31, 14, 58, 3, 6
2015/2/27, 51, 29, 17, 46, 6, 5
2015/2/28, 61, 18, 28, 31, 4, 3
2015/3/1, 45, 17, 32, 21, 3, 2
2015/3/2, 43, 18, 29, 37, 5, 4
2015/3/3, 42, 20, 28, 42, 6, 6
2015/3/4, 45, 25, 26, 41, 3, 4
2015/3/5, 50, 29, 19, 48, 6, 6
2015/3/6, 64, 24, 29, 43, 4, 6
2015/3/7, 55, 36, 28, 36, 4, 6
2015/3/8, 76, 30, 27, 36, 4, 6
2015/3/9, 64, 24, 19, 38, 4, 6
2015/3/10, 63, 33, 18, 49, 3, 5
2015/3/11, 61, 43, 20, 41, 4, 7
2015/3/12, 99, 41, 19, 43, 4, 4
2015/3/13, 95, 33, 22, 34, 3, 3
2015/3/14, 80, 25, 26, 19, , 2
2015/3/15, 66, 35, 21, 20, 1, 2
2015/3/16, 81, 42, 12, 33, 4, 5
2015/3/17, 104, 62, 10, 31, 3, 5
2015/3/18, 156, 56, 24, 32, 1, 4
2015/3/19, 143, 49, 32, 37, 1, 3
2015/3/20, 106, 48, 35, 48, 3, 5
2015/3/21, 110, 24, 29, 31, 2, 3
2015/3/22, 55, 29, 29, 24, 2, 3
2015/3/23, 44, 25, 17, 40, 4, 6
2015/3/24, 71, 30, 23, 45, 4, 5
2015/3/25, 59, 39, 16, 49, 4, 7
2015/3/26, 82, 19, 27, 37, 5, 4
2015/3/27, 49, 24, 28, 46, 6, 5
2015/3/28, 54, 20, 25, 31, 4, 4
2015/3/29, 54, 15, 32, 30, 4, 4
2015/3/30, 36, 19, 29, 34, 4, 5
2015/3/31, 41, 13, 32, 21, 3, 4
2015/4/1, 30, 20, 29, 35, 4, 4
2014/10/2, 69, 32, 11, 36, 3, 6
2014/10/3, 72, 36, 21, 48, 4, 7
2014/10/4, 83, 24, 19, 28, 2, 3
2014/10/5, 61, 21, 15, 33, 3, 5
2014/10/6, 56, 22, 19, 36, 3, 5
2014/10/7, 58, 26, 22, 46, 5, 6
2014/10/8, 63, 25, 19, 40, 4, 6
2014/10/9, 63, 25, 23, 30, 3, 2
2014/10/10, 57, 22, 13, 34, 3, 4
2014/10/11, 53, 21, 17, 39, 3, 4
2014/10/12, 57, 19, 20, 26, 2, 4
2014/10/13, 59, 16, 27, 26, 3, 4
2014/10/14, 44, 17, 6, 29, 3, 4
2014/10/15, 46, 30, 8, 31, 3, 4
2014/10/16, 69, 31, 15, 52, 5, 7
2014/10/17, 67, 31, 19, 42, 4, 5
2014/10/18, 62, 24, 20, 33, 3, 4
2014/10/19, 56, 23, 23, 33, 2, 3
2014/10/20, 50, 27, 19, 43, 4, 5
2014/10/21, 62, 15, 23, 26, 2, 2
2014/10/22, 41, 25, 17, 33, 2, 3
2014/10/23, 56, 28, , , , 
2014/10/24, 62, 29, , , , 
2014/10/25, 68, 24, , , , 
2014/10/26, 60, 19, , , , 
2014/10/27, 49, 24, , , , 
2014/10/28, 60, 32, , , , 
2014/10/29, 75, 22, , , , 
2014/10/30, 62, 48, , , , 
2014/10/31, 113, 41, , , , 
2014/11/1, 89, 31, , , , 
2014/11/2, 64, 24, , , , 
2014/11/3, 52, 21, , , , 
2014/11/4, 56, 24, , , , 
2014/11/5, 61, 33, , , , 
2014/11/6, 80, 44, , , , 
2014/11/7, 106, 21, , , , 
2014/11/8, 56, 24, , , , 
2014/11/9, 62, 29, , , , 
2014/11/10, 80, 23, , , , 
2014/11/11, 65, 18, , , , 
2014/11/12, 54, 15, , , , 
2014/11/13, 56, 22, , , , 
2014/11/14, 53, 27, , , , 
2014/11/15, 66, 30, , , , 
2014/11/16, 76, 25, , , , 
2014/11/17, 74, 19, , , , 
2014/11/18, 61, 23, , , , 
2014/11/19, 69, 44, , , , 
2014/11/20, 115, 46, , , , 
2014/11/21, 118, 46, , , , 
2014/11/22, 114, 40, , , , 
2014/11/23, 94, 18, , , , 
2014/11/24, 58, 39, , , , 
2014/11/25, 86, 28, , , , 
2014/11/26, 75, 31, 4, 37, 6, 8
2014/11/27, 84, 34, 4, 40, 8, 13
2014/11/28, 89, 36, 2, 30, 5, 11
2014/11/29, 86, 44, 2, 29, 5, 12
2014/11/30, 105, 39, 9, 29, 4, 11
2014/12/1, 99, 30, 12, 28, 1, 7
2014/12/2, 81, 24, 17, 44, 2, 7
2014/12/3, 62, 24, 20, 41, 1, 7
2014/12/4, 53, 25, 17, 34, 2, 6
2014/12/5, 68, 30, 6, 37, 4, 4
2014/12/6, 76, 32, 4, 49, 4, 4
2014/12/7, 80, 18, 25, 37, 3, 3
2014/12/8, 49, 19, 19, 38, 3, 2
2014/12/9, 47, 27, 19, 49, 6, 3
2014/12/10, 60, 27, 30, 52, 5, 2
2014/12/11, 57, 23, 28, 49, 5, 2
2014/12/12, 53, 20, 33, 48, 6, 3
2014/12/13, 52, 35, 7, 52, 5, 5
2014/12/14, 77, 25, 24, 38, 4, 3
2014/12/15, 60, 28, 23, 60, 7, 4
2014/12/16, 64, 34, 6, 54, 7, 5
2014/12/17, 79, 22, 21, 46, 6, 3
2014/12/18, 56, 18, 25, 43, 6, 3
2014/12/19, 48, 17, 27, 47, 4, 6
2014/12/20, 43, 17, 24, 43, 3, 6
2014/12/21, 46, 15, 28, 47, 4, 7
2014/12/22, 43, 18, 27, 45, 4, 7
2014/12/23, 48, 16, 31, 46, 4, 6
2014/12/24, 42, 11, 31, 33, 2, 5
2014/12/25, 34, 16, 23, 28, 2, 6
2014/12/26, 44, 18, 14, 38, 3, 7
2014/12/27, 55, 13, 25, 28, 4, 5
2014/12/28, 43, 27, 22, 30, 1, 6
2014/12/29, 54, , , , , 
2014/7/2, 49, 22, 28, 53, 6, 5
2014/7/3, 60, 22, 36, 64, 6, 5
2014/7/4, 64, 21, 35, 54, 6, 5
2014/7/5, 62, 7, 18, 8, 4, 4
2014/7/6, 31, 18, 24, 40, 4, 4
2014/7/7, 55, 14, 19, 36, 5, 4
2014/7/8, 46, 16, 17, 40, 5, 4
2014/7/9, 58, 19, 28, 30, 2, 3
2014/7/10, 58, 17, 21, 36, 3, 3
2014/7/11, 52, 17, 18, 41, 3, 3
2014/7/12, 58, 22, 38, 35, 3, 4
2014/7/13, 66, 15, 24, 27, 4, 4
2014/7/14, 50, 15, 28, 36, 4, 4
2014/7/15, 46, 17, 28, 37, 4, 4
2014/7/16, 52, 24, 30, 48, 5, 4
2014/7/17, 63, 21, 27, 44, 5, 3
2014/7/18, 53, 30, 45, 57, 5, 3
2014/7/19, 82, 23, 43, 44, 4, 4
2014/7/20, 68, 23, 34, 25, 3, 3
2014/7/21, 69, 20, 27, 24, 2, 3
2014/7/22, 64, 17, 23, 16, 2, 2
2014/7/23, 55, 20, 34, 24, 2, 3
2014/7/24, 59, 20, 36, 13, 3, 2
2014/7/25, 58, 20, 30, 26, 5, 4
2014/7/26, 62, 23, 44, 21, 5, 3
2014/7/27, 68, 17, 31, 22, 5, 3
2014/7/28, 55, 12, 26, 17, 6, 3
2014/7/29, 44, 12, 37, 16, 7, 3
2014/7/30, 42, 17, 35, 21, 8, 10
2014/7/31, 54, 23, 29, 40, 7, 5
2014/8/1, 67, 24, 31, 46, 5, 6
2014/8/2, 72, 19, 29, 32, 4, 5
2014/8/3, 61, 15, 31, 32, 3, 5
2014/8/4, 49, 19, 28, 38, 5, 5
2014/8/5, 57, 20, 29, 41, 5, 6
2014/8/6, 64, 19, 29, 38, 5, 5
2014/8/7, 60, 17, 29, 38, 5, 4
2014/8/8, 58, 25, 25, 44, 6, 6
2014/8/9, 76, 21, 19, 32, 5, 5
2014/8/10, 64, , , , , 
2014/8/12, 58, 20, 28, 43, 7, 6
2014/8/13, 56, 14, 20, 27, 7, 4
2014/8/14, 42, 16, 21, 38, 11, 5
2014/8/15, 52, 16, 19, 34, 12, 2
2014/8/16, 50, 14, 29, 34, 14, 3
2014/8/17, 47, 12, 27, 58, 4, 6
2014/8/18, 42, 12, 21, 32, 6, 3
2014/8/19, 42, 10, 25, 28, 3, 2
2014/8/20, 35, 14, 24, 29, 3, 3
2014/8/21, 41, 19, 23, 48, 5, 5
2014/8/22, 60, 13, 26, 34, 3, 3
2014/8/23, 40, 12, 27, 28, 2, 2
2014/8/24, 38, 16, 30, 39, 3, 4
2014/8/25, 53, 29, 19, 33, 4, 4
2014/8/26, 85, 17, 20, 29, 3, 3
2014/8/27, 50, 23, 23, 36, 1, 3
2014/8/28, 61, 15, 23, 23, 1, 3
2014/8/29, 47, 17, 19, 14, 1, 3
2014/8/30, 48, 10, 19, 10, 1, 
2014/8/31, 35, 13, 22, 20, 1, 5
2014/9/1, 45, 23, 6, 44, 4, 8
2014/9/2, 71, 20, 18, 32, 1, 5
2014/9/3, 59, 31, 25, 38, 1, 5
2014/9/4, 84, 33, 20, 38, 1, 4
2014/9/5, 86, 46, 26, 50, 1, 5
2014/9/6, 114, 51, 22, 43, 2, 6
2014/9/7, 136, 38, 26, 36, 4, 5
2014/9/8, 102, 31, 25, 44, 3, 5
2014/9/9, 79, 31, 19, 51, 2, 6
2014/9/10, 79, 25, 17, 43, 2, 7
2014/9/11, 66, 37, 15, 41, 1, 6
2014/9/12, 93, 29, 22, 43, 1, 6
2014/9/13, 72, 23, 27, 30, , 5
2014/9/14, 63, 22, 30, 23, , 5
2014/9/15, 63, 26, 21, 41, 1, 5
2014/9/16, 66, 48, 23, 41, 3, 6
2014/9/17, 120, 48, 30, 30, 1, 7
2014/9/18, 126, 50, 29, 38, 3, 9
2014/9/19, 130, 47, 17, 42, 3, 9
2014/9/20, 118, 41, 21, 33, 1, 7
2014/9/21, 97, 18, 27, 33, 3, 6
2014/9/22, 53, 35, 19, 35, 20, 7
2014/9/23, 92, 42, 16, 25, 14, 
2014/9/24, 119, 29, 20, 28, 4, 7
2014/9/25, 82, 33, 17, 49, 5, 7
2014/9/26, 67, 29, 19, 46, 4, 6
2014/9/27, 66, 26, 12, 39, 2, 4
2014/9/28, 64, 33, 18, 37, 2, 5
2014/9/29, 88, 47, 13, 50, 5, 7
2014/9/30, 112, 41, 27, 51, 4, 6
2014/10/1, 92, 34, 19, 37, 4, 5
2014/4/2, 105, 63, 13, 48, 5, 5
2014/4/3, 144, 61, 11, 31, 3, 5
2014/4/4, 133, 38, 26, 38, 8, 5
2014/4/5, 99, 21, 24, 29, 4, 3
2014/4/6, 57, 15, 22, 19, 4, 2
2014/4/7, 49, 17, 23, 29, 5, 2
2014/4/8, 48, 17, 32, 33, 4, 2
2014/4/9, 42, 28, 25, 43, 6, 3
2014/4/10, 64, 23, 25, 40, 5, 3
2014/4/11, 55, 26, 27, 51, 3, 4
2014/4/12, 61, 31, 27, 40, 4, 7
2014/4/13, 71, 20, 31, 25, 3, 4
2014/4/14, 52, 21, 28, 37, 2, 3
2014/4/15, 55, 20, 25, 36, 2, 5
2014/4/16, 48, 31, 33, 56, 4, 9
2014/4/17, 64, 36, 29, 51, 5, 8
2014/4/18, 78, 19, 32, 30, 1, 7
2014/4/19, 44, 19, 32, 24, 1, 7
2014/4/20, 49, 49, 28, 24, 2, 9
2014/4/21, 117, 42, 25, 38, 3, 9
2014/4/22, 107, 34, 27, 48, 6, 10
2014/4/23, 78, 28, 27, 52, 5, 9
2014/4/24, 70, 25, 22, 51, 5, 10
